dataset,problem_id,seed,phase,iteration,rank,old_fit,new_fit,fit_match,old_solution_digest,new_solution_digest,solution_match
WEING,weing2,101,iteration_end,8,14,108566,108566,True,c9ddfa79a413bcc3,c9ddfa79a413bcc3,True
WEING,weing2,101,iteration_end,8,15,100922,100922,True,adfdfd1e38ab56e7,adfdfd1e38ab56e7,True
WEING,weing2,101,iteration_end,8,16,98524,98524,True,f87b9296cfb08761,f87b9296cfb08761,True
WEING,weing2,101,iteration_end,8,17,97512,97512,True,d5cef8ed3bc7b9ed,d5cef8ed3bc7b9ed,True
WEING,weing2,101,iteration_end,8,18,92543,92543,True,08d2a02320d91f53,08d2a02320d91f53,True
WEING,weing2,101,iteration_end,8,19,88110,88110,True,b568f85caa1652a1,b568f85caa1652a1,True
WEING,weing2,101,iteration_end,9,0,130233,130233,True,963c357302b9dc49,963c357302b9dc49,True
WEING,weing2,101,iteration_end,9,1,130233,130233,True,963c357302b9dc49,963c357302b9dc49,True
WEING,weing2,101,iteration_end,9,2,130213,130213,True,91193dc8aaad8497,91193dc8aaad8497,True
WEING,weing2,101,iteration_end,9,3,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,9,4,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,9,5,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,9,6,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,9,7,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,9,8,126602,126602,True,60df2f29e347fec5,60df2f29e347fec5,True
WEING,weing2,101,iteration_end,9,9,126422,126422,True,fcbc28bcd059bfd6,fcbc28bcd059bfd6,True
WEING,weing2,101,iteration_end,9,10,120189,120189,True,8557eca6e5dd6a11,8557eca6e5dd6a11,True
WEING,weing2,101,iteration_end,9,11,116975,116975,True,b411df1e2ef83d75,b411df1e2ef83d75,True
WEING,weing2,101,iteration_end,9,12,114025,114025,True,58ecc207363f62df,58ecc207363f62df,True
WEING,weing2,101,iteration_end,9,13,111057,111057,True,8bd620701298bd8a,8bd620701298bd8a,True
WEING,weing2,101,iteration_end,9,14,110756,110756,True,f07e497892578252,f07e497892578252,True
WEING,weing2,101,iteration_end,9,15,102731,102731,True,e8b550ba2904760a,e8b550ba2904760a,True
WEING,weing2,101,iteration_end,9,16,100393,100393,True,d25d2d2913b70d86,d25d2d2913b70d86,True
WEING,weing2,101,iteration_end,9,17,94280,94280,True,411e2659be2db4e0,411e2659be2db4e0,True
WEING,weing2,101,iteration_end,9,18,93582,93582,True,2333d853076f1d0b,2333d853076f1d0b,True
WEING,weing2,101,iteration_end,9,19,78387,78387,True,e9c40a72b0ce9105,e9c40a72b0ce9105,True
WEING,weing2,101,iteration_end,10,0,130712,130712,True,ec8d847945e9b51a,ec8d847945e9b51a,True
WEING,weing2,101,iteration_end,10,1,130233,130233,True,963c357302b9dc49,963c357302b9dc49,True
WEING,weing2,101,iteration_end,10,2,130233,130233,True,963c357302b9dc49,963c357302b9dc49,True
WEING,weing2,101,iteration_end,10,3,130202,130202,True,3525e56877b96171,3525e56877b96171,True
WEING,weing2,101,iteration_end,10,4,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,10,5,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,10,6,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,10,7,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,10,8,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,10,9,129723,129723,True,10e12e79fe203645,10e12e79fe203645,True
WEING,weing2,101,iteration_end,10,10,129298,129298,True,0922bcec8769d2ca,0922bcec8769d2ca,True
WEING,weing2,101,iteration_end,10,11,127973,127973,True,4a03c981d2ba8a0e,4a03c981d2ba8a0e,True
WEING,weing2,101,iteration_end,10,12,110936,110936,True,4c003721db5d906d,4c003721db5d906d,True
WEING,weing2,101,iteration_end,10,13,109528,109528,True,fe604c1a6b527307,fe604c1a6b527307,True
WEING,weing2,101,iteration_end,10,14,108786,108786,True,17900218bc6be0cc,17900218bc6be0cc,True
WEING,weing2,101,iteration_end,10,15,107916,107916,True,edb884bb8ef31d65,edb884bb8ef31d65,True
WEING,weing2,101,iteration_end,10,16,106276,106276,True,1cea500d20f4cb58,1cea500d20f4cb58,True
WEING,weing2,101,iteration_end,10,17,100045,100045,True,2a17e4b4ba0c7075,2a17e4b4ba0c7075,True
WEING,weing2,101,iteration_end,10,18,90211,90211,True,212d07ed6c6a4fac,212d07ed6c6a4fac,True
