problem_type,encoding,direction,problem_id,solver_id,repeat_index,seed,best_objective,feasible,objective_valid,objective_mismatch,best_known,best_known_reached,best_known_gap,stop_reason,runtime,linprog_runtime,evaluation_count,error,excluded_reason,metadata_json
mkp,binary,max,weish26,bsma_numba,0,2088688543,9584,True,True,False,9584,True,0,best_known_reached,0.21839346503838897,0.016969464952126145,20020,,,"{""solve"": {""linprog_runtime"": 0.016969464952126145, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish27,bsma_numba,0,1884739677,9819,True,True,False,9819,True,0,best_known_reached,0.10963894915767014,0.011207767995074391,20020,,,"{""solve"": {""linprog_runtime"": 0.011207767995074391, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish28,bsma_numba,0,542690081,9492,True,True,False,9492,True,0,best_known_reached,0.12516918289475143,0.005689486162737012,20020,,,"{""solve"": {""linprog_runtime"": 0.005689486162737012, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish29,bsma_numba,0,2138923074,9410,True,True,False,9410,True,0,best_known_reached,0.08783492119982839,0.014847923070192337,20020,,,"{""solve"": {""linprog_runtime"": 0.014847923070192337, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish30,bsma_numba,0,28164243,11191,True,True,False,11191,True,0,best_known_reached,0.7150295749306679,0.005807987181469798,20020,,,"{""solve"": {""linprog_runtime"": 0.005807987181469798, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish01,bsma_numba,1,1552476262,4554,True,True,False,4554,True,0,best_known_reached,6.37574092997238,0.11936483113095164,20020,,,"{""solve"": {""linprog_runtime"": 0.11936483113095164, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish02,bsma_numba,1,1427978743,4536,True,True,False,4536,True,0,best_known_reached,0.3229170241393149,0.017251314828172326,20020,,,"{""solve"": {""linprog_runtime"": 0.017251314828172326, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish03,bsma_numba,1,2057846204,4115,True,True,False,4115,True,0,best_known_reached,0.15907592908479273,0.04341768007725477,20020,,,"{""solve"": {""linprog_runtime"": 0.04341768007725477, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish04,bsma_numba,1,732354600,4561,True,True,False,4561,True,0,best_known_reached,0.1301752410363406,0.016911124112084508,20020,,,"{""solve"": {""linprog_runtime"": 0.016911124112084508, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish05,bsma_numba,1,1920159865,4514,True,True,False,4514,True,0,best_known_reached,0.1090949340723455,0.015276970108971,20020,,,"{""solve"": {""linprog_runtime"": 0.015276970108971, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish06,bsma_numba,1,147162309,5557,True,True,False,5557,True,0,best_known_reached,0.19429346802644432,0.04763046093285084,20020,,,"{""solve"": {""linprog_runtime"": 0.04763046093285084, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish07,bsma_numba,1,592349587,5567,True,True,False,5567,True,0,best_known_reached,0.23561500781215727,0.0738355708308518,20020,,,"{""solve"": {""linprog_runtime"": 0.0738355708308518, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish08,bsma_numba,1,2017880792,5605,True,True,False,5605,True,0,best_known_reached,0.2015042919665575,0.021252587903290987,20020,,,"{""solve"": {""linprog_runtime"": 0.021252587903290987, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish09,bsma_numba,1,2030193097,5246,True,True,False,5246,True,0,best_known_reached,0.18843416799791157,0.021099691977724433,20020,,,"{""solve"": {""linprog_runtime"": 0.021099691977724433, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish10,bsma_numba,1,1367315201,6339,True,True,False,6339,True,0,best_known_reached,0.3501298320479691,0.02013671910390258,20020,,,"{""solve"": {""linprog_runtime"": 0.02013671910390258, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish11,bsma_numba,1,839415973,5643,True,True,False,5643,True,0,best_known_reached,0.27252654917538166,0.026891206158325076,20020,,,"{""solve"": {""linprog_runtime"": 0.026891206158325076, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish12,bsma_numba,1,1778864903,6339,True,True,False,6339,True,0,best_known_reached,0.7685388559475541,0.05258324695751071,20020,,,"{""solve"": {""linprog_runtime"": 0.05258324695751071, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish13,bsma_numba,1,1016384456,6159,True,True,False,6159,True,0,best_known_reached,0.19905996206216514,0.02038618316873908,20020,,,"{""solve"": {""linprog_runtime"": 0.02038618316873908, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish14,bsma_numba,1,272374753,6954,True,True,False,6954,True,0,best_known_reached,0.3727614330127835,0.03287475183606148,20020,,,"{""solve"": {""linprog_runtime"": 0.03287475183606148, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish15,bsma_numba,1,1224618441,7486,True,True,False,7486,True,0,best_known_reached,0.34991869097575545,0.025593886151909828,20020,,,"{""solve"": {""linprog_runtime"": 0.025593886151909828, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish16,bsma_numba,1,955770535,7289,True,True,False,7289,True,0,best_known_reached,1.6218808030243963,0.018316606990993023,20020,,,"{""solve"": {""linprog_runtime"": 0.018316606990993023, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish17,bsma_numba,1,1815659669,8633,True,True,False,8633,True,0,best_known_reached,0.47290541999973357,0.020496501121670008,20020,,,"{""solve"": {""linprog_runtime"": 0.020496501121670008, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish18,bsma_numba,1,1236978861,9580,True,True,False,9580,True,0,best_known_reached,4.918172858888283,0.06427669292315841,20020,,,"{""solve"": {""linprog_runtime"": 0.06427669292315841, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish19,bsma_numba,1,865860003,7698,True,True,False,7698,True,0,best_known_reached,0.44957563700154424,0.02398892678320408,20020,,,"{""solve"": {""linprog_runtime"": 0.02398892678320408, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish20,bsma_numba,1,2023937695,9450,True,True,False,9450,True,0,best_known_reached,0.7838856619782746,0.06299004796892405,20020,,,"{""solve"": {""linprog_runtime"": 0.06299004796892405, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish21,bsma_numba,1,1585028635,9074,True,True,False,9074,True,0,best_known_reached,1.223882698919624,0.07660277094691992,20020,,,"{""solve"": {""linprog_runtime"": 0.07660277094691992, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish22,bsma_numba,1,193901011,8947,True,True,False,8947,True,0,best_known_reached,0.5127463380340487,0.07840402610599995,20020,,,"{""solve"": {""linprog_runtime"": 0.07840402610599995, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish23,bsma_numba,1,490890073,8344,True,True,False,8344,True,0,best_known_reached,2.596619348973036,0.13251335988752544,20020,,,"{""solve"": {""linprog_runtime"": 0.13251335988752544, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish24,bsma_numba,1,855951019,10220,True,True,False,10220,True,0,best_known_reached,8.875367809087038,0.22107201302424073,20020,,,"{""solve"": {""linprog_runtime"": 0.22107201302424073, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish25,bsma_numba,1,1146350841,9923,True,True,False,9939,False,16,max_iterations_reached,13.905164811061695,0.039585349848493934,20020,,,"{""solve"": {""linprog_runtime"": 0.039585349848493934, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish26,bsma_numba,1,755495212,9584,True,True,False,9584,True,0,best_known_reached,1.16597665194422,0.023035513935610652,20020,,,"{""solve"": {""linprog_runtime"": 0.023035513935610652, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish27,bsma_numba,1,1009247308,9819,True,True,False,9819,True,0,best_known_reached,0.3388726918492466,0.060275892028585076,20020,,,"{""solve"": {""linprog_runtime"": 0.060275892028585076, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish28,bsma_numba,1,577530081,9492,True,True,False,9492,True,0,best_known_reached,0.2785138839390129,0.016153440112248063,20020,,,"{""solve"": {""linprog_runtime"": 0.016153440112248063, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish29,bsma_numba,1,1670031550,9410,True,True,False,9410,True,0,best_known_reached,0.3895486071705818,0.04211616097018123,20020,,,"{""solve"": {""linprog_runtime"": 0.04211616097018123, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish30,bsma_numba,1,1517012400,11191,True,True,False,11191,True,0,best_known_reached,1.7097802350763232,0.057167823892086744,20020,,,"{""solve"": {""linprog_runtime"": 0.057167823892086744, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish01,bsma_numba,2,1752238328,4554,True,True,False,4554,True,0,best_known_reached,6.789693431928754,0.424555225064978,20020,,,"{""solve"": {""linprog_runtime"": 0.424555225064978, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish02,bsma_numba,2,1351852846,4536,True,True,False,4536,True,0,best_known_reached,0.1448848289437592,0.026005169143900275,20020,,,"{""solve"": {""linprog_runtime"": 0.026005169143900275, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish03,bsma_numba,2,1903420698,4115,True,True,False,4115,True,0,best_known_reached,0.1740816079545766,0.05197183904238045,20020,,,"{""solve"": {""linprog_runtime"": 0.05197183904238045, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish04,bsma_numba,2,1486362410,4561,True,True,False,4561,True,0,best_known_reached,0.1808196611236781,0.037471747025847435,20020,,,"{""solve"": {""linprog_runtime"": 0.037471747025847435, ""numba"": true}, ""validation"": {}}"
